timestamps,user_ip,method,status_code,end_point,response_time
2024-05-03 12:18:52.816332,44.72.18.206,POST,201,/metrics,202
2024-05-03 12:19:26.050836,116.165.17.29,PUT,204,/data,224
2024-05-03 12:22:34.812750,116.80.172.77,POST,200,/admin,70
2024-05-03 12:23:45.218540,181.143.79.52,PUT,200,/admin,130
2024-05-03 12:42:52.748413,116.165.17.29,PATCH,204,/admin,141
2024-05-03 13:13:30.435086,116.165.17.29,DELETE,201,/data,20
2024-05-03 13:17:42.765573,181.143.79.52,PUT,201,/data,53
2024-05-03 13:20:04.246889,92.207.128.16,DELETE,204,/login,270
2024-05-03 13:34:12.373516,116.165.17.29,GET,201,/metrics,18
2024-05-03 13:34:28.103500,181.143.79.52,POST,201,/data,76
2024-05-03 13:35:31.339301,116.165.17.29,DELETE,201,/metrics,145
2024-05-03 13:49:57.315853,141.152.53.70,POST,204,/data,168
2024-05-03 14:04:23.191365,116.80.172.77,GET,200,/login,102
2024-05-03 14:11:21.286815,141.152.53.70,GET,204,/metrics,197
2024-05-03 14:11:45.051972,116.80.172.77,PATCH,201,/login,59
2024-05-03 14:13:16.383629,116.165.17.29,DELETE,204,/users,86
2024-05-03 14:30:52.633780,116.80.172.77,DELETE,201,/users,154
2024-05-03 14:37:45.816018,181.143.79.52,PATCH,204,/data,130
2024-05-03 14:37:53.010098,181.143.79.52,POST,204,/login,266
2024-05-03 14:43:07.745407,164.74.85.81,PUT,200,/data,176
2024-05-03 15:00:12.006588,44.72.18.206,DELETE,204,/users,187
2024-05-03 15:30:26.565159,116.165.17.29,PUT,204,/users,145
2024-05-03 15:34:56.564120,116.80.172.77,PUT,204,/admin,164
2024-05-03 15:35:41.899847,92.207.128.16,DELETE,204,/login,35
2024-05-03 15:44:12.321488,116.80.172.77,POST,201,/users,130
2024-05-03 15:59:37.171441,181.143.79.52,GET,201,/login,110
2024-05-03 16:18:27.992233,92.207.128.16,PATCH,201,/admin,291
2024-05-03 16:25:41.597016,116.80.172.77,POST,201,/data,46
2024-05-03 16:27:31.781420,141.152.53.70,DELETE,201,/login,191
2024-05-03 16:27:43.737691,116.165.17.29,DELETE,204,/metrics,48
2024-05-03 16:37:44.024705,116.165.17.29,PATCH,204,/admin,233
2024-05-03 16:54:57.606268,116.80.172.77,PATCH,204,/users,98
2024-05-03 17:07:58.049257,92.207.128.16,DELETE,204,/admin,21
2024-05-03 17:29:35.529356,164.74.85.81,DELETE,200,/admin,180
2024-05-03 17:31:48.942871,141.152.53.70,PUT,204,/admin,28
2024-05-03 17:39:38.926766,92.207.128.16,PATCH,201,/metrics,177
2024-05-03 17:42:22.053820,116.165.17.29,GET,204,/admin,84
2024-05-03 17:42:35.224868,116.80.172.77,PUT,204,/admin,235
2024-05-03 17:45:37.359843,44.72.18.206,POST,204,/admin,11
2024-05-03 17:55:33.986357,116.165.17.29,PATCH,200,/metrics,218
2024-05-03 17:59:12.596164,83.219.39.245,GET,200,/login,209
2024-05-03 17:59:56.268185,116.165.17.29,GET,204,/admin,211
2024-05-03 18:00:46.665577,92.207.128.16,GET,204,/login,177
2024-05-03 18:05:12.186033,44.72.18.206,GET,200,/users,106
2024-05-03 18:07:52.647762,83.219.39.245,PATCH,201,/login,124
2024-05-03 18:09:19.296515,44.72.18.206,PATCH,200,/users,197
2024-05-03 18:13:09.835305,116.80.172.77,DELETE,204,/users,156
2024-05-03 18:13:34.849703,83.219.39.245,GET,200,/admin,289
2024-05-03 18:20:10.235684,44.72.18.206,PUT,204,/data,43
2024-05-03 18:42:28.086325,116.165.17.29,PATCH,200,/metrics,156
2024-05-03 18:46:11.029993,116.165.17.29,PUT,201,/login,167
2024-05-03 18:47:37.533078,141.152.53.70,PATCH,200,/login,97
2024-05-03 18:56:39.681146,83.219.39.245,PATCH,204,/metrics,35
2024-05-03 18:58:12.436039,181.143.79.52,GET,204,/admin,198
2024-05-03 19:04:26.174474,164.74.85.81,PUT,200,/users,142
2024-05-03 19:16:25.839269,83.219.39.245,PATCH,200,/data,65
2024-05-03 19:19:06.242670,83.219.39.245,GET,204,/users,146
2024-05-03 19:39:33.859411,116.165.17.29,GET,201,/metrics,170
2024-05-03 19:42:51.908490,116.165.17.29,PATCH,204,/admin,74
2024-05-03 19:46:24.450018,116.80.172.77,PATCH,200,/metrics,53
2024-05-03 19:50:36.154479,83.219.39.245,PUT,204,/login,123
2024-05-03 20:13:17.058114,44.72.18.206,GET,201,/metrics,89
2024-05-03 20:13:27.023232,83.219.39.245,DELETE,204,/data,194
2024-05-03 20:15:59.585516,44.72.18.206,POST,204,/data,282
2024-05-03 20:26:13.542791,83.219.39.245,DELETE,200,/admin,105
2024-05-03 20:27:34.316106,164.74.85.81,PATCH,200,/admin,245
2024-05-03 20:34:12.258756,116.80.172.77,POST,201,/data,264
2024-05-03 20:35:57.109276,159.99.215.90,GET,200,/users,166
2024-05-03 20:36:18.280280,116.165.17.29,PATCH,204,/users,213
2024-05-03 20:39:53.573413,164.74.85.81,POST,204,/data,141
2024-05-03 20:40:44.759203,164.74.85.81,POST,204,/admin,99
2024-05-03 20:42:38.848648,44.72.18.206,DELETE,201,/data,265
2024-05-03 20:43:42.938122,92.207.128.16,PUT,204,/data,237
2024-05-03 21:00:39.164312,116.165.17.29,GET,200,/users,239
2024-05-03 21:04:52.730734,83.219.39.245,POST,200,/users,143
2024-05-03 21:15:01.158532,116.165.17.29,POST,200,/login,169
2024-05-03 21:16:32.835588,159.99.215.90,PATCH,201,/data,51
2024-05-03 21:35:15.598755,141.152.53.70,PATCH,204,/data,228
2024-05-03 21:38:01.589239,116.165.17.29,GET,200,/data,166
2024-05-03 21:51:03.393376,116.80.172.77,PATCH,200,/users,252
2024-05-03 21:51:15.159067,44.72.18.206,POST,200,/admin,246
2024-05-03 22:00:32.211919,164.74.85.81,PATCH,200,/data,189
2024-05-03 22:00:32.917771,116.165.17.29,POST,204,/login,164
2024-05-03 22:11:50.936775,159.99.215.90,PUT,201,/metrics,219
2024-05-03 22:16:18.923584,141.152.53.70,PATCH,204,/data,193
2024-05-03 22:21:25.699406,159.99.215.90,PATCH,200,/admin,156
2024-05-03 22:24:28.585956,164.74.85.81,PATCH,200,/admin,157
2024-05-03 22:28:20.792632,92.207.128.16,POST,201,/metrics,75
2024-05-03 22:29:30.390950,44.72.18.206,PUT,200,/admin,203
2024-05-03 22:36:26.145827,116.165.17.29,PATCH,204,/login,36
2024-05-03 22:42:21.795881,83.219.39.245,GET,204,/admin,147
2024-05-03 22:53:13.651850,116.80.172.77,POST,201,/data,292
2024-05-03 22:58:25.840724,44.72.18.206,PATCH,201,/users,179
2024-05-03 23:03:34.760404,159.99.215.90,POST,204,/login,260
2024-05-03 23:05:23.474935,92.207.128.16,DELETE,204,/login,203
2024-05-03 23:26:50.797962,44.72.18.206,PATCH,204,/admin,71
2024-05-03 23:32:28.964778,164.74.85.81,PUT,200,/metrics,33
2024-05-03 23:39:31.874660,164.74.85.81,PATCH,200,/data,252
2024-05-03 23:51:03.138294,116.80.172.77,PUT,200,/login,166
2024-05-04 00:03:02.132764,83.219.39.245,DELETE,201,/users,121
2024-05-04 00:06:29.166972,181.143.79.52,PUT,201,/data,137
2024-05-04 00:14:28.908315,44.72.18.206,PATCH,200,/metrics,172
2024-05-04 00:14:47.665105,141.152.53.70,PATCH,204,/users,288
2024-05-04 00:15:59.459999,92.207.128.16,GET,201,/admin,49
2024-05-04 00:29:06.064009,83.219.39.245,PATCH,201,/data,57
2024-05-04 00:50:58.321377,164.74.85.81,GET,204,/data,142
2024-05-04 01:00:37.519497,92.207.128.16,POST,200,/admin,42
2024-05-04 01:11:01.059877,92.207.128.16,GET,204,/data,25
2024-05-04 01:16:57.921589,159.99.215.90,PATCH,201,/login,228
2024-05-04 01:19:35.038580,164.74.85.81,PUT,201,/users,47
2024-05-04 01:27:41.335078,181.143.79.52,DELETE,200,/metrics,80
2024-05-04 01:28:25.717967,181.143.79.52,PUT,204,/data,112
2024-05-04 01:37:36.830173,116.165.17.29,PATCH,204,/users,296
2024-05-04 01:56:45.741194,83.219.39.245,PATCH,201,/users,17
2024-05-04 02:02:32.291282,116.80.172.77,DELETE,200,/metrics,209
2024-05-04 02:09:24.504434,92.207.128.16,GET,204,/login,176
2024-05-04 02:12:10.392289,116.80.172.77,GET,204,/users,32
2024-05-04 02:43:54.187555,116.165.17.29,PATCH,201,/metrics,124
2024-05-04 02:45:57.439557,164.74.85.81,GET,201,/metrics,77
2024-05-04 02:55:03.450433,141.152.53.70,GET,204,/users,110
2024-05-04 03:09:59.551395,44.72.18.206,GET,204,/metrics,93
2024-05-04 03:30:53.665304,164.74.85.81,PUT,201,/users,276
2024-05-04 03:42:24.742297,181.143.79.52,PUT,204,/users,66
2024-05-04 03:52:16.089769,83.219.39.245,DELETE,204,/data,278
2024-05-04 03:54:38.538625,141.152.53.70,PATCH,204,/admin,88
2024-05-04 04:06:31.340789,116.80.172.77,POST,200,/data,82
2024-05-04 04:07:44.832156,181.143.79.52,POST,200,/admin,93
2024-05-04 04:30:33.215220,181.143.79.52,DELETE,201,/metrics,211
2024-05-04 04:32:08.911169,116.80.172.77,PUT,201,/metrics,250
2024-05-04 04:41:03.066124,116.80.172.77,GET,204,/data,148
2024-05-04 04:48:30.473351,164.74.85.81,DELETE,204,/login,33
2024-05-04 04:52:38.941182,92.207.128.16,PATCH,200,/data,49
2024-05-04 05:16:47.645811,164.74.85.81,DELETE,200,/metrics,239
2024-05-04 05:18:52.817392,159.99.215.90,PUT,204,/login,242
2024-05-04 05:27:54.868252,164.74.85.81,PATCH,200,/login,209
2024-05-04 05:32:20.234523,44.72.18.206,DELETE,200,/metrics,78
2024-05-04 05:48:41.767107,141.152.53.70,GET,201,/data,286
2024-05-04 05:51:36.975520,164.74.85.81,DELETE,200,/admin,28
2024-05-04 06:15:32.518038,44.72.18.206,GET,200,/login,193
2024-05-04 06:21:56.904117,116.80.172.77,GET,201,/login,88
2024-05-04 06:23:55.597858,164.74.85.81,DELETE,201,/metrics,207
2024-05-04 06:28:34.013323,159.99.215.90,POST,204,/login,162
2024-05-04 06:30:01.194518,44.72.18.206,POST,200,/data,227
2024-05-04 06:37:49.982569,164.74.85.81,PATCH,204,/users,30
2024-05-04 06:47:04.420595,116.80.172.77,PUT,200,/users,149
2024-05-04 07:00:43.032577,181.143.79.52,GET,201,/metrics,70
2024-05-04 07:02:44.348521,159.99.215.90,PUT,201,/users,256
2024-05-04 07:04:17.909696,181.143.79.52,GET,200,/users,247
2024-05-04 07:19:54.155743,116.80.172.77,POST,200,/users,135
2024-05-04 07:33:28.889184,83.219.39.245,PATCH,201,/metrics,290
2024-05-04 07:45:58.417984,44.72.18.206,DELETE,201,/metrics,244
2024-05-04 07:55:33.166123,83.219.39.245,GET,201,/admin,174
2024-05-04 08:02:04.879683,116.80.172.77,POST,204,/metrics,105
2024-05-04 08:03:36.909847,116.80.172.77,POST,200,/login,47
2024-05-04 08:16:05.414276,159.99.215.90,DELETE,201,/login,291
2024-05-04 08:22:15.745823,92.207.128.16,DELETE,204,/metrics,171
2024-05-04 08:25:33.774235,164.74.85.81,PUT,201,/login,42
2024-05-04 08:31:54.179753,159.99.215.90,GET,204,/users,148
2024-05-04 08:41:33.476067,116.165.17.29,POST,200,/metrics,93
2024-05-04 09:13:23.334682,44.72.18.206,POST,204,/data,145
2024-05-04 09:15:23.895413,159.99.215.90,GET,204,/data,48
2024-05-04 09:18:10.961089,92.207.128.16,PUT,200,/data,213
2024-05-04 09:50:09.768808,164.74.85.81,PUT,204,/metrics,58
2024-05-04 09:53:09.180081,44.72.18.206,PUT,201,/admin,79
2024-05-04 10:02:39.863357,181.143.79.52,PATCH,201,/users,217
2024-05-04 10:06:04.185646,181.143.79.52,GET,204,/login,296
2024-05-04 10:07:45.822784,83.219.39.245,PUT,204,/users,111
2024-05-04 10:17:10.201572,116.80.172.77,POST,200,/admin,97
2024-05-04 10:21:47.865839,116.165.17.29,GET,200,/data,170
2024-05-04 10:31:53.320695,181.143.79.52,POST,201,/login,28
2024-05-04 10:51:22.406883,159.99.215.90,POST,204,/data,261
2024-05-04 10:51:47.897494,159.99.215.90,GET,204,/users,107
2024-05-04 10:52:29.447117,116.165.17.29,POST,200,/metrics,189
2024-05-04 10:52:50.470091,92.207.128.16,DELETE,201,/metrics,25
2024-05-04 10:55:16.950932,181.143.79.52,GET,200,/data,221
2024-05-04 10:56:48.197829,164.74.85.81,PUT,201,/data,250
2024-05-04 10:58:05.044017,116.80.172.77,PATCH,201,/login,292
2024-05-04 11:03:28.126896,92.207.128.16,PATCH,201,/metrics,281
2024-05-04 11:10:54.872850,116.165.17.29,GET,201,/metrics,273
2024-05-04 11:12:41.580633,159.99.215.90,POST,200,/login,139
2024-05-04 11:14:02.308069,164.74.85.81,PATCH,200,/users,164
2024-05-04 11:14:10.898412,83.219.39.245,PATCH,201,/login,195
2024-05-04 11:15:00.979932,44.72.18.206,PATCH,201,/users,223
2024-05-04 11:21:47.637764,44.72.18.206,PUT,204,/users,248
2024-05-04 11:32:47.347765,83.219.39.245,PATCH,200,/users,90
2024-05-04 11:35:37.371463,116.165.17.29,PUT,204,/admin,102
2024-05-04 11:45:47.365795,92.207.128.16,PATCH,204,/users,57
2024-05-04 11:48:35.881686,181.143.79.52,DELETE,200,/login,57
2024-05-04 11:52:54.274767,116.80.172.77,GET,200,/data,28
2024-05-04 12:40:27.726182,92.207.128.16,GET,204,/admin,59
2024-05-04 12:43:49.028625,164.74.85.81,POST,200,/data,170
2024-05-04 13:00:43.842639,141.152.53.70,PUT,204,/admin,215
2024-05-04 13:13:56.223072,141.152.53.70,POST,201,/login,136
2024-05-04 13:20:29.034747,141.152.53.70,GET,201,/login,257
2024-05-04 13:30:16.983921,83.219.39.245,DELETE,201,/login,84
2024-05-04 13:30:48.067675,181.143.79.52,PATCH,200,/admin,300
2024-05-04 13:32:31.360959,116.80.172.77,GET,204,/login,63
2024-05-04 13:36:00.422506,44.72.18.206,PUT,200,/data,158
2024-05-04 13:36:03.026732,116.165.17.29,POST,200,/data,45
2024-05-04 13:39:57.610836,92.207.128.16,PATCH,200,/users,44
2024-05-04 13:54:01.770551,44.72.18.206,DELETE,204,/data,120
2024-05-04 13:55:48.084040,116.165.17.29,POST,204,/data,19
2024-05-04 13:59:45.831847,116.165.17.29,GET,204,/admin,226
2024-05-04 14:01:47.888852,141.152.53.70,PUT,204,/login,67
2024-05-04 14:16:27.190452,159.99.215.90,PATCH,200,/admin,28
2024-05-04 14:17:57.200377,44.72.18.206,DELETE,200,/admin,50
2024-05-04 14:18:12.988163,141.152.53.70,DELETE,204,/data,177
2024-05-04 14:22:33.692157,92.207.128.16,DELETE,204,/admin,269
2024-05-04 14:26:40.028132,116.165.17.29,DELETE,200,/login,109
2024-05-04 14:28:46.796480,159.99.215.90,POST,201,/login,96
2024-05-04 14:45:53.890453,181.143.79.52,PUT,200,/data,221
2024-05-04 14:47:11.971874,92.207.128.16,PUT,201,/data,262
2024-05-04 14:47:12.077959,164.74.85.81,PATCH,200,/users,187
2024-05-04 14:48:07.927608,164.74.85.81,POST,200,/admin,178
2024-05-04 15:04:02.937213,44.72.18.206,PATCH,200,/metrics,127
2024-05-04 15:13:11.244625,83.219.39.245,GET,200,/metrics,190
2024-05-04 15:17:24.006934,141.152.53.70,DELETE,200,/metrics,140
2024-05-04 15:38:44.619656,44.72.18.206,DELETE,200,/data,32
2024-05-04 15:42:19.424492,44.72.18.206,DELETE,200,/login,50
2024-05-04 15:47:44.383301,159.99.215.90,PATCH,201,/metrics,280
2024-05-04 15:53:48.023210,159.99.215.90,PATCH,200,/metrics,144
2024-05-04 16:14:28.293398,44.72.18.206,PATCH,201,/users,149
2024-05-04 16:21:41.140264,116.165.17.29,PATCH,204,/admin,128
2024-05-04 16:29:02.291949,141.152.53.70,PUT,204,/data,95
2024-05-04 16:29:31.300780,44.72.18.206,PATCH,204,/admin,166
2024-05-04 16:30:01.880936,181.143.79.52,PATCH,200,/data,86
2024-05-04 16:35:17.206704,181.143.79.52,DELETE,200,/admin,184
2024-05-04 16:35:27.447451,116.80.172.77,POST,204,/metrics,253
2024-05-04 16:47:24.809707,181.143.79.52,POST,204,/admin,117
2024-05-04 16:52:29.150181,159.99.215.90,POST,204,/data,69
2024-05-04 16:57:30.023399,44.72.18.206,POST,200,/users,136
2024-05-04 17:03:06.033595,141.152.53.70,PUT,204,/data,224
2024-05-04 17:10:50.921678,181.143.79.52,GET,201,/admin,166
2024-05-04 17:20:12.657299,116.80.172.77,DELETE,200,/admin,56
2024-05-04 17:22:28.318091,159.99.215.90,PATCH,204,/login,196
2024-05-04 17:35:21.463830,141.152.53.70,GET,201,/data,101
2024-05-04 17:35:33.256030,164.74.85.81,DELETE,200,/users,105
2024-05-04 17:41:15.430165,116.80.172.77,PUT,200,/users,188
2024-05-04 17:48:04.365634,181.143.79.52,PUT,204,/login,160
2024-05-04 18:00:05.377432,116.165.17.29,PATCH,204,/metrics,176
2024-05-04 18:06:47.451903,164.74.85.81,POST,200,/admin,73
2024-05-04 18:14:10.472436,92.207.128.16,POST,201,/data,16
2024-05-04 18:33:09.936578,141.152.53.70,PUT,204,/login,273
2024-05-04 18:48:48.764951,92.207.128.16,POST,204,/metrics,191
2024-05-04 19:10:48.951147,141.152.53.70,PATCH,204,/metrics,36
2024-05-04 19:11:06.850743,141.152.53.70,PATCH,200,/admin,140
2024-05-04 19:12:20.962986,141.152.53.70,GET,204,/admin,260
2024-05-04 19:28:56.806661,116.165.17.29,GET,200,/admin,199
2024-05-04 19:42:41.999540,83.219.39.245,DELETE,200,/admin,47
2024-05-04 19:59:15.906852,164.74.85.81,POST,200,/users,105
2024-05-04 20:13:02.640051,116.165.17.29,PUT,200,/users,24
2024-05-04 20:13:56.762906,159.99.215.90,PATCH,204,/metrics,11
2024-05-04 20:16:28.744137,44.72.18.206,POST,204,/admin,110
2024-05-04 20:24:14.233244,159.99.215.90,POST,204,/metrics,266
2024-05-04 20:24:31.801136,159.99.215.90,GET,200,/users,98
2024-05-04 20:31:19.018733,116.165.17.29,PATCH,200,/admin,10
2024-05-04 20:34:31.637181,92.207.128.16,PUT,204,/login,167
2024-05-04 20:34:34.334860,83.219.39.245,POST,204,/users,155
2024-05-04 20:40:17.954283,164.74.85.81,PATCH,200,/metrics,91
2024-05-04 20:51:08.315226,181.143.79.52,PATCH,200,/admin,134
2024-05-04 20:55:18.221827,159.99.215.90,PUT,204,/admin,178
2024-05-04 20:58:11.787799,164.74.85.81,POST,204,/data,132
2024-05-04 21:01:34.698174,116.165.17.29,PUT,200,/admin,215
2024-05-04 21:01:54.489426,92.207.128.16,DELETE,200,/metrics,14
2024-05-04 21:02:12.778399,116.165.17.29,POST,200,/metrics,74
2024-05-04 21:03:59.882019,116.165.17.29,PATCH,204,/admin,211
2024-05-04 21:09:46.868513,83.219.39.245,POST,200,/data,170
2024-05-04 21:16:43.270502,164.74.85.81,DELETE,201,/admin,218
2024-05-04 21:22:20.756905,83.219.39.245,PATCH,201,/metrics,77
2024-05-04 21:27:09.557588,92.207.128.16,PATCH,201,/users,101
2024-05-04 21:37:01.111553,159.99.215.90,DELETE,204,/data,178
2024-05-04 22:05:23.898219,141.152.53.70,POST,200,/users,283
2024-05-04 22:05:28.661682,116.165.17.29,PUT,200,/data,193
2024-05-04 22:08:18.756042,116.80.172.77,DELETE,204,/users,103
2024-05-04 22:25:20.220049,92.207.128.16,DELETE,201,/metrics,163
2024-05-04 22:37:02.427821,116.80.172.77,DELETE,204,/admin,65
2024-05-04 22:52:19.174868,181.143.79.52,PUT,204,/admin,188
2024-05-04 23:01:58.714438,164.74.85.81,GET,200,/admin,168
2024-05-04 23:21:35.024565,159.99.215.90,PATCH,204,/users,265
2024-05-04 23:28:16.908428,164.74.85.81,DELETE,204,/users,48
2024-05-04 23:48:32.891898,44.72.18.206,PATCH,200,/metrics,252
2024-05-05 00:06:23.205107,92.207.128.16,PUT,204,/metrics,186
2024-05-05 00:13:34.290124,116.165.17.29,POST,204,/admin,237
2024-05-05 00:26:56.127577,159.99.215.90,POST,204,/metrics,261
2024-05-05 00:44:03.103018,159.99.215.90,DELETE,200,/data,155
2024-05-05 00:46:31.402794,116.80.172.77,GET,200,/metrics,189
2024-05-05 00:49:18.504641,44.72.18.206,POST,204,/login,10
2024-05-05 00:51:26.602070,141.152.53.70,DELETE,200,/metrics,120
2024-05-05 00:54:06.762957,83.219.39.245,POST,200,/users,153
2024-05-05 01:11:31.119293,92.207.128.16,DELETE,200,/users,223
2024-05-05 01:23:32.623362,181.143.79.52,GET,200,/admin,47
2024-05-05 01:27:45.977238,83.219.39.245,DELETE,200,/metrics,91
2024-05-05 01:41:59.731735,181.143.79.52,DELETE,201,/metrics,273
2024-05-05 01:45:39.618720,164.74.85.81,DELETE,204,/users,296
2024-05-05 01:47:39.034847,116.80.172.77,PUT,204,/admin,289
2024-05-05 01:48:24.784000,141.152.53.70,GET,200,/users,111
2024-05-05 01:49:35.626717,141.152.53.70,PATCH,204,/metrics,249
2024-05-05 01:51:06.605615,92.207.128.16,PUT,201,/login,192
2024-05-05 02:37:06.253000,116.165.17.29,PATCH,204,/metrics,158
2024-05-05 02:43:12.942070,116.165.17.29,GET,200,/users,34
2024-05-05 02:48:03.122517,92.207.128.16,GET,204,/metrics,95
2024-05-05 02:49:05.477622,83.219.39.245,DELETE,204,/admin,93
2024-05-05 02:49:17.578123,116.80.172.77,PATCH,204,/metrics,117
2024-05-05 02:50:58.136356,92.207.128.16,DELETE,200,/users,280
2024-05-05 03:02:33.100235,164.74.85.81,PUT,201,/data,221
2024-05-05 03:07:17.786533,116.80.172.77,PATCH,201,/admin,269
2024-05-05 03:08:23.818863,92.207.128.16,POST,200,/admin,154
2024-05-05 03:10:46.828474,116.165.17.29,DELETE,200,/users,80
2024-05-05 03:27:17.925101,159.99.215.90,PUT,204,/data,254
2024-05-05 03:28:23.637348,164.74.85.81,PUT,200,/metrics,205
2024-05-05 03:32:56.565600,116.80.172.77,PUT,204,/metrics,267
2024-05-05 03:45:06.693322,141.152.53.70,GET,204,/metrics,272
2024-05-05 03:59:42.735198,44.72.18.206,PATCH,200,/data,169
2024-05-05 04:01:32.552010,116.165.17.29,POST,201,/metrics,115
2024-05-05 04:02:15.383996,181.143.79.52,DELETE,201,/users,195
2024-05-05 04:11:03.978462,164.74.85.81,POST,204,/data,213
2024-05-05 04:23:46.687144,83.219.39.245,PATCH,204,/users,96
2024-05-05 04:42:00.412338,164.74.85.81,PATCH,200,/login,51
2024-05-05 04:46:30.895179,83.219.39.245,PUT,201,/admin,11
2024-05-05 04:48:18.249316,116.165.17.29,GET,204,/metrics,162
2024-05-05 04:52:33.890881,116.80.172.77,DELETE,200,/metrics,276
2024-05-05 04:55:59.666150,116.80.172.77,POST,204,/login,27
2024-05-05 05:14:26.576056,83.219.39.245,POST,200,/data,253
2024-05-05 05:18:47.443896,141.152.53.70,PUT,201,/metrics,227
2024-05-05 05:19:14.720333,44.72.18.206,GET,200,/users,155
2024-05-05 05:21:52.358688,92.207.128.16,DELETE,200,/login,234
2024-05-05 05:29:06.742636,159.99.215.90,PATCH,201,/data,150
2024-05-05 05:33:47.781334,116.80.172.77,PUT,201,/data,279
2024-05-05 05:50:54.066300,159.99.215.90,GET,201,/admin,201
2024-05-05 05:56:15.428269,181.143.79.52,PUT,200,/data,10
2024-05-05 06:02:38.377438,92.207.128.16,PUT,204,/users,97
2024-05-05 06:07:48.042452,164.74.85.81,DELETE,204,/admin,32
2024-05-05 06:12:50.539602,116.80.172.77,GET,200,/users,212
2024-05-05 06:25:34.126138,44.72.18.206,POST,201,/admin,64
2024-05-05 06:27:03.760535,44.72.18.206,PUT,204,/data,148
2024-05-05 06:30:57.419645,116.80.172.77,PATCH,204,/users,20
2024-05-05 06:36:37.216093,44.72.18.206,DELETE,200,/admin,196
2024-05-05 06:50:47.955355,44.72.18.206,PATCH,201,/login,113
2024-05-05 06:57:02.906524,92.207.128.16,GET,201,/metrics,291
2024-05-05 07:02:32.227050,141.152.53.70,POST,201,/metrics,284
2024-05-05 07:06:45.111533,159.99.215.90,PATCH,204,/users,236
2024-05-05 07:16:45.846097,92.207.128.16,PUT,201,/data,267
2024-05-05 07:29:54.344665,116.80.172.77,PATCH,201,/admin,78
2024-05-05 07:34:24.609100,44.72.18.206,GET,201,/login,56
2024-05-05 07:38:36.605338,44.72.18.206,DELETE,204,/metrics,89
2024-05-05 07:40:53.900824,159.99.215.90,PUT,201,/admin,242
2024-05-05 07:46:12.163834,92.207.128.16,DELETE,200,/admin,54
2024-05-05 07:50:01.024806,92.207.128.16,POST,201,/admin,127
2024-05-05 07:51:29.782914,92.207.128.16,PATCH,204,/login,87
2024-05-05 07:58:55.490863,181.143.79.52,PATCH,204,/users,218
2024-05-05 08:15:34.405414,116.80.172.77,GET,204,/users,287
2024-05-05 08:19:52.065467,92.207.128.16,PUT,201,/users,250
2024-05-05 08:20:36.471548,116.165.17.29,POST,200,/login,131
2024-05-05 08:20:58.651124,141.152.53.70,POST,201,/metrics,274
2024-05-05 08:22:41.357477,141.152.53.70,GET,201,/users,51
2024-05-05 08:30:18.036654,116.80.172.77,DELETE,200,/metrics,288
2024-05-05 09:07:53.731149,116.165.17.29,GET,200,/login,191
2024-05-05 09:26:24.721375,92.207.128.16,POST,201,/data,248
2024-05-05 09:26:34.191515,116.80.172.77,PUT,200,/data,232
2024-05-05 09:39:29.545293,159.99.215.90,POST,204,/data,97
2024-05-05 09:39:52.431755,92.207.128.16,DELETE,201,/users,271
2024-05-05 09:46:39.002653,44.72.18.206,PATCH,204,/users,97
2024-05-05 10:08:15.889086,83.219.39.245,GET,201,/login,181
2024-05-05 10:09:27.118945,83.219.39.245,PATCH,204,/login,243
2024-05-05 10:12:26.034571,141.152.53.70,PUT,201,/metrics,89
2024-05-05 10:24:00.368812,141.152.53.70,DELETE,201,/login,32
2024-05-05 10:37:33.887921,164.74.85.81,POST,201,/data,213
2024-05-05 10:40:41.844011,92.207.128.16,DELETE,200,/data,190
2024-05-05 10:50:49.622268,116.80.172.77,DELETE,204,/login,56
2024-05-05 10:52:35.623359,116.165.17.29,PATCH,201,/admin,236
2024-05-05 11:01:42.674290,141.152.53.70,POST,204,/data,97
2024-05-05 11:12:55.531954,92.207.128.16,GET,204,/metrics,97
2024-05-05 11:20:06.333213,44.72.18.206,PATCH,204,/users,279
2024-05-05 11:21:38.454952,116.165.17.29,PUT,201,/metrics,218
2024-05-05 11:26:46.801364,44.72.18.206,GET,200,/data,251
2024-05-05 11:30:20.578461,116.80.172.77,GET,204,/metrics,56
2024-05-05 11:31:40.394593,164.74.85.81,PATCH,200,/login,280
2024-05-05 11:35:21.950468,181.143.79.52,POST,200,/data,123
2024-05-05 11:39:07.807521,116.165.17.29,POST,204,/data,86
2024-05-05 11:41:52.707160,159.99.215.90,POST,204,/login,45
2024-05-05 12:02:43.009282,159.99.215.90,GET,204,/admin,233
2024-05-05 12:06:06.608185,141.152.53.70,GET,201,/metrics,106
2024-05-05 12:14:47.761294,92.207.128.16,DELETE,201,/admin,296
2024-05-05 12:28:31.788937,83.219.39.245,PUT,200,/data,33
2024-05-05 12:32:43.989911,83.219.39.245,POST,204,/login,219
2024-05-05 12:55:59.328296,141.152.53.70,PUT,204,/metrics,42
2024-05-05 12:59:37.510223,141.152.53.70,PUT,201,/admin,35
2024-05-05 13:07:28.421553,159.99.215.90,PUT,204,/login,71
2024-05-05 13:21:34.526374,83.219.39.245,PATCH,201,/admin,299
2024-05-05 13:25:42.206011,181.143.79.52,GET,201,/data,15
2024-05-05 13:56:32.567708,159.99.215.90,GET,201,/data,34
