method,end_point,response_time,hour_of_day,day_of_week,month,is_weekend,error_count,unique_error_type,avg_response_time,max_response_time,response_time_category,is_potential_anomalous
POST,/admin,80,2,2,4,0,315,5,238.6485995,4986,fast,0
PATCH,/login,265,2,2,4,0,319,5,243.46375,4857,normal,1
PUT,/data,262,2,2,4,0,313,5,242.773283,4979,normal,1
DELETE,/login,89,2,2,4,0,308,5,234.9827711,4994,fast,0
GET,/admin,228,3,2,4,0,315,5,238.6485995,4986,normal,1
GET,/users,171,3,2,4,0,315,5,238.6485995,4986,normal,0
POST,/data,268,3,2,4,0,281,5,231.1578757,4991,normal,1
PUT,/users,192,3,2,4,0,303,5,251.9843433,4980,normal,0
POST,/data,48,3,2,4,0,315,5,238.6485995,4986,fast,0
PATCH,/data,137,3,2,4,0,313,5,242.773283,4979,normal,0
PUT,/metrics,25,3,2,4,0,313,5,242.773283,4979,fast,0
DELETE,/data,254,3,2,4,0,305,5,238.7543703,4942,normal,1
DELETE,/metrics,22,4,2,4,0,305,5,238.7543703,4942,fast,0
PATCH,/login,69,4,2,4,0,319,5,243.46375,4857,fast,0
GET,/metrics,113,4,2,4,0,308,5,234.9827711,4994,normal,0
POST,/admin,270,4,2,4,0,281,5,231.1578757,4991,normal,1
PATCH,/metrics,229,4,2,4,0,308,5,234.9827711,4994,normal,1
PUT,/admin,49,4,2,4,0,303,5,251.9843433,4980,fast,0
PUT,/login,262,4,2,4,0,303,5,251.9843433,4980,normal,1
DELETE,/users,23,4,2,4,0,305,5,238.7543703,4942,fast,0
POST,/users,72,4,2,4,0,319,5,243.46375,4857,fast,0
PUT,/admin,278,4,2,4,0,287,5,234.4954096,4998,normal,1
DELETE,/data,92,5,2,4,0,319,5,243.46375,4857,fast,0
POST,/login,92,5,2,4,0,287,5,234.4954096,4998,fast,0
DELETE,/data,45,5,2,4,0,313,5,242.773283,4979,fast,0
DELETE,/metrics,165,6,2,4,0,313,5,242.773283,4979,normal,0
PATCH,/users,97,6,2,4,0,287,5,234.4954096,4998,fast,0
DELETE,/data,21,6,2,4,0,322,5,243.0159184,4961,fast,0
PATCH,/metrics,213,6,2,4,0,281,5,231.1578757,4991,normal,1
DELETE,/data,78,6,2,4,0,281,5,231.1578757,4991,fast,0
GET,/login,220,6,2,4,0,315,5,238.6485995,4986,normal,1
PATCH,/admin,39,6,2,4,0,308,5,234.9827711,4994,fast,0
POST,/users,293,6,2,4,0,305,5,238.7543703,4942,normal,1
DELETE,/users,122,7,2,4,0,322,5,243.0159184,4961,normal,0
PATCH,/login,75,7,2,4,0,287,5,234.4954096,4998,fast,0
PUT,/users,48,7,2,4,0,287,5,234.4954096,4998,fast,0
GET,/admin,41,7,2,4,0,308,5,234.9827711,4994,fast,0
PATCH,/admin,299,7,2,4,0,281,5,231.1578757,4991,normal,1
GET,/data,87,7,2,4,0,308,5,234.9827711,4994,fast,0
POST,/login,172,7,2,4,0,287,5,234.4954096,4998,normal,0
DELETE,/data,145,8,2,4,0,287,5,234.4954096,4998,normal,0
PUT,/admin,144,8,2,4,0,305,5,238.7543703,4942,normal,0
GET,/admin,273,8,2,4,0,308,5,234.9827711,4994,normal,1
PATCH,/users,230,8,2,4,0,305,5,238.7543703,4942,normal,1
PATCH,/users,280,8,2,4,0,322,5,243.0159184,4961,normal,1
PUT,/login,143,8,2,4,0,303,5,251.9843433,4980,normal,0
PATCH,/users,231,8,2,4,0,322,5,243.0159184,4961,normal,1
DELETE,/users,71,8,2,4,0,315,5,238.6485995,4986,fast,0
DELETE,/users,170,8,2,4,0,313,5,242.773283,4979,normal,0
DELETE,/data,22,8,2,4,0,305,5,238.7543703,4942,fast,0
POST,/data,45,8,2,4,0,319,5,243.46375,4857,fast,0
PUT,/login,145,8,2,4,0,313,5,242.773283,4979,normal,0
PUT,/data,149,8,2,4,0,287,5,234.4954096,4998,normal,0
PUT,/login,96,9,2,4,0,308,5,234.9827711,4994,fast,0
DELETE,/users,196,9,2,4,0,315,5,238.6485995,4986,normal,0
GET,/users,206,9,2,4,0,313,5,242.773283,4979,normal,1
POST,/data,200,9,2,4,0,303,5,251.9843433,4980,normal,0
POST,/data,173,9,2,4,0,313,5,242.773283,4979,normal,0
POST,/users,75,9,2,4,0,287,5,234.4954096,4998,fast,0
PATCH,/metrics,247,9,2,4,0,305,5,238.7543703,4942,normal,1
GET,/data,132,9,2,4,0,315,5,238.6485995,4986,normal,0
GET,/metrics,74,9,2,4,0,313,5,242.773283,4979,fast,0
POST,/admin,292,9,2,4,0,313,5,242.773283,4979,normal,1
PATCH,/metrics,100,9,2,4,0,313,5,242.773283,4979,fast,0
PATCH,/login,205,9,2,4,0,313,5,242.773283,4979,normal,1
PUT,/metrics,42,10,2,4,0,303,5,251.9843433,4980,fast,0
PATCH,/data,122,10,2,4,0,313,5,242.773283,4979,normal,0
POST,/data,241,10,2,4,0,287,5,234.4954096,4998,normal,1
POST,/data,229,10,2,4,0,319,5,243.46375,4857,normal,1
GET,/login,238,10,2,4,0,315,5,238.6485995,4986,normal,1
POST,/users,224,10,2,4,0,287,5,234.4954096,4998,normal,1
DELETE,/admin,71,10,2,4,0,322,5,243.0159184,4961,fast,0
PUT,/data,277,11,2,4,0,287,5,234.4954096,4998,normal,1
DELETE,/users,113,11,2,4,0,322,5,243.0159184,4961,normal,0
PATCH,/data,132,11,2,4,0,322,5,243.0159184,4961,normal,0
GET,/users,273,11,2,4,0,281,5,231.1578757,4991,normal,1
PUT,/admin,15,11,2,4,0,305,5,238.7543703,4942,fast,0
PUT,/metrics,60,11,2,4,0,319,5,243.46375,4857,fast,0
PATCH,/metrics,41,12,2,4,0,322,5,243.0159184,4961,fast,0
POST,/users,84,12,2,4,0,313,5,242.773283,4979,fast,0
GET,/data,291,12,2,4,0,322,5,243.0159184,4961,normal,1
GET,/admin,173,12,2,4,0,287,5,234.4954096,4998,normal,0
GET,/admin,225,12,2,4,0,308,5,234.9827711,4994,normal,1
POST,/data,35,12,2,4,0,303,5,251.9843433,4980,fast,0
PUT,/admin,41,12,2,4,0,313,5,242.773283,4979,fast,0
PATCH,/admin,69,12,2,4,0,305,5,238.7543703,4942,fast,0
PUT,/admin,51,13,2,4,0,305,5,238.7543703,4942,fast,0
DELETE,/metrics,12,13,2,4,0,322,5,243.0159184,4961,fast,0
GET,/metrics,19,13,2,4,0,303,5,251.9843433,4980,fast,0
PUT,/users,185,13,2,4,0,315,5,238.6485995,4986,normal,0
POST,/admin,220,13,2,4,0,319,5,243.46375,4857,normal,1
POST,/data,65,13,2,4,0,305,5,238.7543703,4942,fast,0
PUT,/metrics,223,13,2,4,0,322,5,243.0159184,4961,normal,1
PUT,/login,227,13,2,4,0,281,5,231.1578757,4991,normal,1
GET,/login,13,13,2,4,0,319,5,243.46375,4857,fast,0
DELETE,/admin,38,14,2,4,0,322,5,243.0159184,4961,fast,0
PUT,/data,37,14,2,4,0,315,5,238.6485995,4986,fast,0
PUT,/admin,297,14,2,4,0,303,5,251.9843433,4980,normal,1
DELETE,/data,154,14,2,4,0,322,5,243.0159184,4961,normal,0
DELETE,/admin,283,14,2,4,0,313,5,242.773283,4979,normal,1
PATCH,/metrics,162,14,2,4,0,322,5,243.0159184,4961,normal,0
GET,/metrics,281,14,2,4,0,315,5,238.6485995,4986,normal,1
POST,/metrics,159,14,2,4,0,315,5,238.6485995,4986,normal,0
PATCH,/users,174,14,2,4,0,322,5,243.0159184,4961,normal,0
DELETE,/metrics,283,14,2,4,0,303,5,251.9843433,4980,normal,1
PATCH,/admin,176,15,2,4,0,322,5,243.0159184,4961,normal,0
POST,/admin,238,15,2,4,0,308,5,234.9827711,4994,normal,1
GET,/login,27,15,2,4,0,313,5,242.773283,4979,fast,0
PUT,/data,191,15,2,4,0,303,5,251.9843433,4980,normal,0
PATCH,/metrics,262,16,2,4,0,322,5,243.0159184,4961,normal,1
PUT,/users,102,16,2,4,0,319,5,243.46375,4857,normal,0
POST,/login,263,16,2,4,0,305,5,238.7543703,4942,normal,1
PATCH,/users,49,16,2,4,0,322,5,243.0159184,4961,fast,0
GET,/data,281,16,2,4,0,313,5,242.773283,4979,normal,1
PATCH,/admin,215,16,2,4,0,287,5,234.4954096,4998,normal,1
POST,/admin,132,17,2,4,0,322,5,243.0159184,4961,normal,0
PATCH,/login,111,17,2,4,0,322,5,243.0159184,4961,normal,0
POST,/metrics,13,17,2,4,0,287,5,234.4954096,4998,fast,0
GET,/metrics,277,17,2,4,0,305,5,238.7543703,4942,normal,1
PATCH,/admin,179,17,2,4,0,315,5,238.6485995,4986,normal,0
POST,/metrics,298,17,2,4,0,319,5,243.46375,4857,normal,1
PUT,/admin,59,17,2,4,0,308,5,234.9827711,4994,fast,0
POST,/login,52,17,2,4,0,308,5,234.9827711,4994,fast,0
PATCH,/data,214,18,2,4,0,319,5,243.46375,4857,normal,1
DELETE,/login,119,18,2,4,0,315,5,238.6485995,4986,normal,0
PUT,/metrics,190,18,2,4,0,308,5,234.9827711,4994,normal,0
GET,/admin,269,18,2,4,0,305,5,238.7543703,4942,normal,1
GET,/metrics,218,18,2,4,0,305,5,238.7543703,4942,normal,1
PUT,/data,135,18,2,4,0,313,5,242.773283,4979,normal,0
POST,/admin,46,18,2,4,0,313,5,242.773283,4979,fast,0
PUT,/data,85,18,2,4,0,281,5,231.1578757,4991,fast,0
DELETE,/admin,138,18,2,4,0,308,5,234.9827711,4994,normal,0
PUT,/metrics,12,18,2,4,0,287,5,234.4954096,4998,fast,0
POST,/login,56,19,2,4,0,281,5,231.1578757,4991,fast,0
PUT,/data,202,19,2,4,0,308,5,234.9827711,4994,normal,1
PUT,/data,157,19,2,4,0,313,5,242.773283,4979,normal,0
POST,/login,160,19,2,4,0,313,5,242.773283,4979,normal,0
PATCH,/data,27,19,2,4,0,308,5,234.9827711,4994,fast,0
POST,/metrics,101,19,2,4,0,319,5,243.46375,4857,normal,0
PATCH,/data,293,19,2,4,0,313,5,242.773283,4979,normal,1
DELETE,/admin,19,19,2,4,0,287,5,234.4954096,4998,fast,0
POST,/metrics,272,19,2,4,0,308,5,234.9827711,4994,normal,1
GET,/login,86,20,2,4,0,322,5,243.0159184,4961,fast,0
GET,/admin,77,20,2,4,0,315,5,238.6485995,4986,fast,0
PUT,/users,289,20,2,4,0,322,5,243.0159184,4961,normal,1
PUT,/data,39,20,2,4,0,315,5,238.6485995,4986,fast,0
PUT,/login,203,20,2,4,0,315,5,238.6485995,4986,normal,1
GET,/users,77,20,2,4,0,319,5,243.46375,4857,fast,0
DELETE,/users,83,20,2,4,0,322,5,243.0159184,4961,fast,0
GET,/data,74,20,2,4,0,287,5,234.4954096,4998,fast,0
PATCH,/admin,300,20,2,4,0,313,5,242.773283,4979,normal,1
PUT,/users,22,20,2,4,0,287,5,234.4954096,4998,fast,0
GET,/admin,275,20,2,4,0,303,5,251.9843433,4980,normal,1
PUT,/users,196,20,2,4,0,322,5,243.0159184,4961,normal,0
PUT,/admin,157,20,2,4,0,287,5,234.4954096,4998,normal,0
PATCH,/admin,14,20,2,4,0,315,5,238.6485995,4986,fast,0
PUT,/admin,200,21,2,4,0,313,5,242.773283,4979,normal,0
PATCH,/data,131,21,2,4,0,303,5,251.9843433,4980,normal,0
PATCH,/data,182,21,2,4,0,313,5,242.773283,4979,normal,0
GET,/data,175,21,2,4,0,308,5,234.9827711,4994,normal,0
PATCH,/admin,290,21,2,4,0,281,5,231.1578757,4991,normal,1
POST,/metrics,149,21,2,4,0,313,5,242.773283,4979,normal,0
DELETE,/admin,169,21,2,4,0,308,5,234.9827711,4994,normal,0
PATCH,/data,108,21,2,4,0,287,5,234.4954096,4998,normal,0
POST,/admin,32,21,2,4,0,287,5,234.4954096,4998,fast,0
GET,/data,117,21,2,4,0,313,5,242.773283,4979,normal,0
GET,/login,208,21,2,4,0,281,5,231.1578757,4991,normal,1
GET,/admin,19,22,2,4,0,315,5,238.6485995,4986,fast,0
PATCH,/metrics,300,22,2,4,0,313,5,242.773283,4979,normal,1
PUT,/users,141,22,2,4,0,308,5,234.9827711,4994,normal,0
DELETE,/admin,142,22,2,4,0,308,5,234.9827711,4994,normal,0
PUT,/metrics,199,22,2,4,0,308,5,234.9827711,4994,normal,0
GET,/metrics,289,22,2,4,0,322,5,243.0159184,4961,normal,1
POST,/users,110,23,2,4,0,322,5,243.0159184,4961,normal,0
POST,/admin,35,23,2,4,0,287,5,234.4954096,4998,fast,0
DELETE,/data,173,23,2,4,0,322,5,243.0159184,4961,normal,0
DELETE,/metrics,99,23,2,4,0,303,5,251.9843433,4980,fast,0
PATCH,/metrics,300,23,2,4,0,308,5,234.9827711,4994,normal,1
PUT,/data,92,23,2,4,0,303,5,251.9843433,4980,fast,0
DELETE,/login,26,23,2,4,0,319,5,243.46375,4857,fast,0
DELETE,/users,50,23,2,4,0,319,5,243.46375,4857,fast,0
DELETE,/login,137,23,2,4,0,319,5,243.46375,4857,normal,0
POST,/metrics,227,23,2,4,0,281,5,231.1578757,4991,normal,1
POST,/data,206,0,3,4,0,319,5,243.46375,4857,normal,1
POST,/metrics,250,0,3,4,0,308,5,234.9827711,4994,normal,1
GET,/data,249,0,3,4,0,308,5,234.9827711,4994,normal,1
PATCH,/metrics,300,0,3,4,0,287,5,234.4954096,4998,normal,1
PATCH,/users,113,0,3,4,0,308,5,234.9827711,4994,normal,0
POST,/data,177,0,3,4,0,281,5,231.1578757,4991,normal,0
GET,/admin,205,0,3,4,0,313,5,242.773283,4979,normal,1
GET,/admin,193,0,3,4,0,281,5,231.1578757,4991,normal,0
PATCH,/login,239,0,3,4,0,322,5,243.0159184,4961,normal,1
PATCH,/login,74,0,3,4,0,313,5,242.773283,4979,fast,0
PATCH,/login,291,0,3,4,0,308,5,234.9827711,4994,normal,1
GET,/metrics,191,1,3,4,0,281,5,231.1578757,4991,normal,0
GET,/login,48,1,3,4,0,315,5,238.6485995,4986,fast,0
DELETE,/users,89,1,3,4,0,281,5,231.1578757,4991,fast,0
POST,/admin,133,1,3,4,0,303,5,251.9843433,4980,normal,0
DELETE,/data,116,1,3,4,0,322,5,243.0159184,4961,normal,0
POST,/admin,157,1,3,4,0,308,5,234.9827711,4994,normal,0
PUT,/data,260,1,3,4,0,322,5,243.0159184,4961,normal,1
PUT,/admin,250,1,3,4,0,319,5,243.46375,4857,normal,1
PATCH,/metrics,145,2,3,4,0,308,5,234.9827711,4994,normal,0
PUT,/metrics,74,2,3,4,0,308,5,234.9827711,4994,fast,0
PUT,/login,77,2,3,4,0,287,5,234.4954096,4998,fast,0
PATCH,/login,94,2,3,4,0,315,5,238.6485995,4986,fast,0
GET,/admin,133,2,3,4,0,319,5,243.46375,4857,normal,0
POST,/users,203,2,3,4,0,313,5,242.773283,4979,normal,1
PATCH,/login,213,2,3,4,0,281,5,231.1578757,4991,normal,1
PUT,/login,193,2,3,4,0,313,5,242.773283,4979,normal,0
DELETE,/metrics,110,2,3,4,0,281,5,231.1578757,4991,normal,0
PATCH,/data,82,2,3,4,0,287,5,234.4954096,4998,fast,0
PATCH,/data,22,2,3,4,0,305,5,238.7543703,4942,fast,0
GET,/users,290,2,3,4,0,315,5,238.6485995,4986,normal,1
POST,/users,292,2,3,4,0,313,5,242.773283,4979,normal,1
PUT,/admin,116,2,3,4,0,305,5,238.7543703,4942,normal,0
DELETE,/data,261,2,3,4,0,303,5,251.9843433,4980,normal,1
POST,/users,196,3,3,4,0,319,5,243.46375,4857,normal,0
PUT,/data,26,3,3,4,0,313,5,242.773283,4979,fast,0
POST,/metrics,189,3,3,4,0,322,5,243.0159184,4961,normal,0
PUT,/users,187,3,3,4,0,305,5,238.7543703,4942,normal,0
DELETE,/users,67,3,3,4,0,281,5,231.1578757,4991,fast,0
GET,/metrics,166,4,3,4,0,287,5,234.4954096,4998,normal,0
GET,/login,214,4,3,4,0,322,5,243.0159184,4961,normal,1
DELETE,/login,19,4,3,4,0,315,5,238.6485995,4986,fast,0
DELETE,/admin,223,4,3,4,0,308,5,234.9827711,4994,normal,1
GET,/admin,37,4,3,4,0,308,5,234.9827711,4994,fast,0
PUT,/login,100,4,3,4,0,313,5,242.773283,4979,fast,0
PUT,/admin,282,4,3,4,0,287,5,234.4954096,4998,normal,1
POST,/users,204,4,3,4,0,322,5,243.0159184,4961,normal,1
PATCH,/metrics,251,4,3,4,0,313,5,242.773283,4979,normal,1
PUT,/users,110,5,3,4,0,287,5,234.4954096,4998,normal,0
PATCH,/metrics,92,5,3,4,0,322,5,243.0159184,4961,fast,0
PATCH,/data,221,5,3,4,0,315,5,238.6485995,4986,normal,1
PATCH,/admin,206,5,3,4,0,322,5,243.0159184,4961,normal,1
DELETE,/data,257,6,3,4,0,319,5,243.46375,4857,normal,1
GET,/metrics,77,6,3,4,0,319,5,243.46375,4857,fast,0
POST,/metrics,289,6,3,4,0,305,5,238.7543703,4942,normal,1
PUT,/metrics,259,6,3,4,0,281,5,231.1578757,4991,normal,1
PATCH,/login,297,6,3,4,0,322,5,243.0159184,4961,normal,1
PUT,/metrics,30,6,3,4,0,319,5,243.46375,4857,fast,0
GET,/users,72,6,3,4,0,305,5,238.7543703,4942,fast,0
PUT,/admin,235,6,3,4,0,303,5,251.9843433,4980,normal,1
DELETE,/data,263,6,3,4,0,305,5,238.7543703,4942,normal,1
POST,/login,189,7,3,4,0,305,5,238.7543703,4942,normal,0
POST,/data,40,7,3,4,0,313,5,242.773283,4979,fast,0
DELETE,/admin,233,7,3,4,0,303,5,251.9843433,4980,normal,1
POST,/metrics,232,7,3,4,0,281,5,231.1578757,4991,normal,1
POST,/users,72,7,3,4,0,313,5,242.773283,4979,fast,0
POST,/metrics,110,7,3,4,0,315,5,238.6485995,4986,normal,0
POST,/admin,218,8,3,4,0,305,5,238.7543703,4942,normal,1
POST,/login,95,8,3,4,0,303,5,251.9843433,4980,fast,0
PUT,/admin,183,8,3,4,0,305,5,238.7543703,4942,normal,0
POST,/data,283,8,3,4,0,305,5,238.7543703,4942,normal,1
PATCH,/metrics,100,9,3,4,0,315,5,238.6485995,4986,fast,0
DELETE,/users,114,9,3,4,0,315,5,238.6485995,4986,normal,0
GET,/admin,157,9,3,4,0,287,5,234.4954096,4998,normal,0
DELETE,/data,66,9,3,4,0,313,5,242.773283,4979,fast,0
PUT,/data,96,9,3,4,0,313,5,242.773283,4979,fast,0
PUT,/metrics,13,9,3,4,0,303,5,251.9843433,4980,fast,0
PATCH,/users,99,10,3,4,0,305,5,238.7543703,4942,fast,0
PATCH,/users,252,10,3,4,0,287,5,234.4954096,4998,normal,1
GET,/metrics,86,10,3,4,0,303,5,251.9843433,4980,fast,0
DELETE,/data,261,10,3,4,0,315,5,238.6485995,4986,normal,1
PATCH,/login,291,10,3,4,0,281,5,231.1578757,4991,normal,1
DELETE,/login,290,10,3,4,0,313,5,242.773283,4979,normal,1
GET,/admin,96,10,3,4,0,281,5,231.1578757,4991,fast,0
POST,/users,18,10,3,4,0,313,5,242.773283,4979,fast,0
POST,/admin,34,11,3,4,0,281,5,231.1578757,4991,fast,0
GET,/login,96,11,3,4,0,303,5,251.9843433,4980,fast,0
PUT,/users,75,11,3,4,0,308,5,234.9827711,4994,fast,0
PATCH,/data,80,11,3,4,0,303,5,251.9843433,4980,fast,0
POST,/data,83,11,3,4,0,308,5,234.9827711,4994,fast,0
PATCH,/login,244,11,3,4,0,281,5,231.1578757,4991,normal,1
DELETE,/metrics,101,11,3,4,0,315,5,238.6485995,4986,normal,0
PATCH,/data,295,11,3,4,0,305,5,238.7543703,4942,normal,1
PATCH,/metrics,190,11,3,4,0,308,5,234.9827711,4994,normal,0
PATCH,/data,257,11,3,4,0,281,5,231.1578757,4991,normal,1
PUT,/users,205,12,3,4,0,303,5,251.9843433,4980,normal,1
PUT,/data,149,12,3,4,0,281,5,231.1578757,4991,normal,0
PUT,/admin,68,12,3,4,0,305,5,238.7543703,4942,fast,0
GET,/login,184,12,3,4,0,305,5,238.7543703,4942,normal,0
GET,/users,36,12,3,4,0,308,5,234.9827711,4994,fast,0
DELETE,/admin,246,13,3,4,0,287,5,234.4954096,4998,normal,1
DELETE,/metrics,284,13,3,4,0,319,5,243.46375,4857,normal,1
PATCH,/data,166,13,3,4,0,287,5,234.4954096,4998,normal,0
PATCH,/users,154,13,3,4,0,305,5,238.7543703,4942,normal,0
GET,/admin,119,13,3,4,0,322,5,243.0159184,4961,normal,0
PATCH,/data,32,13,3,4,0,315,5,238.6485995,4986,fast,0
POST,/data,35,13,3,4,0,322,5,243.0159184,4961,fast,0
POST,/metrics,104,13,3,4,0,305,5,238.7543703,4942,normal,0
DELETE,/admin,95,13,3,4,0,319,5,243.46375,4857,fast,0
DELETE,/data,265,13,3,4,0,308,5,234.9827711,4994,normal,1
DELETE,/data,210,14,3,4,0,308,5,234.9827711,4994,normal,1
PATCH,/metrics,280,14,3,4,0,313,5,242.773283,4979,normal,1
POST,/admin,220,14,3,4,0,313,5,242.773283,4979,normal,1
PATCH,/metrics,103,14,3,4,0,281,5,231.1578757,4991,normal,0
GET,/admin,32,14,3,4,0,308,5,234.9827711,4994,fast,0
PUT,/metrics,44,14,3,4,0,313,5,242.773283,4979,fast,0
POST,/data,249,14,3,4,0,319,5,243.46375,4857,normal,1
PATCH,/login,234,14,3,4,0,322,5,243.0159184,4961,normal,1
POST,/metrics,55,14,3,4,0,305,5,238.7543703,4942,fast,0
PATCH,/admin,37,14,3,4,0,313,5,242.773283,4979,fast,0
GET,/data,89,15,3,4,0,322,5,243.0159184,4961,fast,0
DELETE,/data,32,15,3,4,0,305,5,238.7543703,4942,fast,0
DELETE,/metrics,270,15,3,4,0,315,5,238.6485995,4986,normal,1
PUT,/data,77,15,3,4,0,322,5,243.0159184,4961,fast,0
PUT,/users,155,15,3,4,0,322,5,243.0159184,4961,normal,0
DELETE,/admin,186,15,3,4,0,287,5,234.4954096,4998,normal,0
PUT,/metrics,166,16,3,4,0,281,5,231.1578757,4991,normal,0
DELETE,/metrics,147,16,3,4,0,313,5,242.773283,4979,normal,0
GET,/metrics,155,17,3,4,0,322,5,243.0159184,4961,normal,0
DELETE,/metrics,64,17,3,4,0,322,5,243.0159184,4961,fast,0
PUT,/data,114,17,3,4,0,313,5,242.773283,4979,normal,0
PATCH,/data,90,17,3,4,0,319,5,243.46375,4857,fast,0
PATCH,/data,13,17,3,4,0,322,5,243.0159184,4961,fast,0
DELETE,/login,50,17,3,4,0,322,5,243.0159184,4961,fast,0
DELETE,/users,276,17,3,4,0,308,5,234.9827711,4994,normal,1
POST,/admin,39,17,3,4,0,319,5,243.46375,4857,fast,0
PATCH,/users,110,17,3,4,0,303,5,251.9843433,4980,normal,0
GET,/admin,146,18,3,4,0,308,5,234.9827711,4994,normal,0
DELETE,/admin,116,18,3,4,0,315,5,238.6485995,4986,normal,0
PATCH,/login,137,18,3,4,0,315,5,238.6485995,4986,normal,0
PATCH,/admin,121,18,3,4,0,308,5,234.9827711,4994,normal,0
PATCH,/admin,163,18,3,4,0,287,5,234.4954096,4998,normal,0
GET,/data,245,19,3,4,0,305,5,238.7543703,4942,normal,1
GET,/login,212,19,3,4,0,322,5,243.0159184,4961,normal,1
DELETE,/login,86,19,3,4,0,308,5,234.9827711,4994,fast,0
PUT,/users,267,19,3,4,0,322,5,243.0159184,4961,normal,1
POST,/login,233,19,3,4,0,303,5,251.9843433,4980,normal,1
POST,/login,35,19,3,4,0,308,5,234.9827711,4994,fast,0
DELETE,/metrics,172,20,3,4,0,287,5,234.4954096,4998,normal,0
DELETE,/data,24,20,3,4,0,305,5,238.7543703,4942,fast,0
DELETE,/users,124,20,3,4,0,319,5,243.46375,4857,normal,0
DELETE,/login,71,20,3,4,0,319,5,243.46375,4857,fast,0
POST,/login,12,20,3,4,0,287,5,234.4954096,4998,fast,0
POST,/login,214,20,3,4,0,305,5,238.7543703,4942,normal,1
GET,/login,101,20,3,4,0,322,5,243.0159184,4961,normal,0
POST,/metrics,35,20,3,4,0,287,5,234.4954096,4998,fast,0
PUT,/admin,236,21,3,4,0,322,5,243.0159184,4961,normal,1
PATCH,/admin,53,21,3,4,0,303,5,251.9843433,4980,fast,0
GET,/metrics,21,21,3,4,0,287,5,234.4954096,4998,fast,0
PATCH,/users,108,21,3,4,0,319,5,243.46375,4857,normal,0
POST,/admin,184,21,3,4,0,319,5,243.46375,4857,normal,0
GET,/data,54,22,3,4,0,281,5,231.1578757,4991,fast,0
POST,/admin,202,22,3,4,0,322,5,243.0159184,4961,normal,1
PATCH,/data,207,22,3,4,0,303,5,251.9843433,4980,normal,1
POST,/data,29,22,3,4,0,322,5,243.0159184,4961,fast,0
DELETE,/login,123,23,3,4,0,308,5,234.9827711,4994,normal,0
POST,/metrics,49,23,3,4,0,281,5,231.1578757,4991,fast,0
POST,/login,90,23,3,4,0,287,5,234.4954096,4998,fast,0
GET,/admin,74,23,3,4,0,322,5,243.0159184,4961,fast,0
PUT,/metrics,224,23,3,4,0,281,5,231.1578757,4991,normal,1
DELETE,/admin,70,23,3,4,0,313,5,242.773283,4979,fast,0
PUT,/login,62,23,3,4,0,287,5,234.4954096,4998,fast,0
POST,/users,283,23,3,4,0,319,5,243.46375,4857,normal,1
GET,/users,15,23,3,4,0,313,5,242.773283,4979,fast,0
POST,/metrics,85,0,4,4,0,303,5,251.9843433,4980,fast,0
POST,/metrics,21,0,4,4,0,319,5,243.46375,4857,fast,0
DELETE,/login,132,0,4,4,0,308,5,234.9827711,4994,normal,0
POST,/users,78,0,4,4,0,303,5,251.9843433,4980,fast,0
DELETE,/metrics,156,0,4,4,0,308,5,234.9827711,4994,normal,0
POST,/users,181,0,4,4,0,322,5,243.0159184,4961,normal,0
PATCH,/login,267,1,4,4,0,319,5,243.46375,4857,normal,1
DELETE,/admin,36,1,4,4,0,315,5,238.6485995,4986,fast,0
GET,/users,176,1,4,4,0,303,5,251.9843433,4980,normal,0
GET,/admin,282,2,4,4,0,287,5,234.4954096,4998,normal,1
DELETE,/users,206,2,4,4,0,287,5,234.4954096,4998,normal,1
DELETE,/login,224,2,4,4,0,319,5,243.46375,4857,normal,1
PATCH,/data,207,2,4,4,0,308,5,234.9827711,4994,normal,1
PUT,/login,94,2,4,4,0,322,5,243.0159184,4961,fast,0
PUT,/admin,150,3,4,4,0,303,5,251.9843433,4980,normal,0
PUT,/metrics,48,3,4,4,0,319,5,243.46375,4857,fast,0
PATCH,/users,59,3,4,4,0,281,5,231.1578757,4991,fast,0
PATCH,/metrics,107,3,4,4,0,313,5,242.773283,4979,normal,0
DELETE,/users,265,3,4,4,0,281,5,231.1578757,4991,normal,1
PATCH,/data,228,4,4,4,0,281,5,231.1578757,4991,normal,1
PATCH,/admin,171,4,4,4,0,281,5,231.1578757,4991,normal,0
DELETE,/metrics,92,4,4,4,0,308,5,234.9827711,4994,fast,0
GET,/login,16,4,4,4,0,287,5,234.4954096,4998,fast,0
PUT,/data,99,4,4,4,0,287,5,234.4954096,4998,fast,0
DELETE,/users,22,4,4,4,0,319,5,243.46375,4857,fast,0
GET,/users,61,4,4,4,0,308,5,234.9827711,4994,fast,0
PUT,/metrics,159,5,4,4,0,308,5,234.9827711,4994,normal,0
GET,/admin,279,5,4,4,0,303,5,251.9843433,4980,normal,1
DELETE,/data,202,5,4,4,0,305,5,238.7543703,4942,normal,1
GET,/data,101,5,4,4,0,305,5,238.7543703,4942,normal,0
GET,/users,89,5,4,4,0,281,5,231.1578757,4991,fast,0
PUT,/users,55,5,4,4,0,287,5,234.4954096,4998,fast,0
PUT,/login,42,5,4,4,0,305,5,238.7543703,4942,fast,0
DELETE,/data,43,5,4,4,0,322,5,243.0159184,4961,fast,0
GET,/users,105,6,4,4,0,315,5,238.6485995,4986,normal,0
GET,/data,123,6,4,4,0,319,5,243.46375,4857,normal,0
